program,fund_type,funding_year,funding_request_number,frn_line_number,status,filing_hcp,filing_hcp_name,filing_hcp_entity_type,filing_hcp_street,filing_hcp_city,filing_hcp_state,filing_hcp_zip_code,filing_hcp_latitude,filing_hcp_longitude,participating_hcp,participating_hcp_name,participating_hcp_entity_type,participating_hcp_street,participating_hcp_city,participating_hcp_state,participating_hcp_county,participating_hcp_zip_code,participating_hcp_latitude,participating_hcp_longitude,category_of_expense,service_type,download_speed,upload_speed,number_of_bidders,frequency_of_expense,multi_year_funding,funding_start_date,funding_end_date,funding_commitment_date,funding_submission_date,service_provider_id,service_provider_name,filing_window,original_requested_amount,original_committed_amount,total_commited_amount,total_authorized_disbursement_amount,service_level_agreement,invoice_deadline_date,filing_hcp_county,bandwidth,monthly_urban_rate,monthly_rural_rate,packet_loss,reliability,jitter,latency,eligible_service,eligible_site,quantity_of_item_invoiced,prorata_factor
Healthcare Connect Fund,Consortium,2013,13414081,53,Committed,17253,Sanford Health,Consortium Of The Above,900 E 54th St N,Sioux Falls,SD,57104,43.578374,-96.721868,38392,Sanford Family Wellness,Not Available,200 W 20th Street,Dell Raids,SD,Minnehaha,57022,43.5515702,-96.7286659,Leased/Tariffed Facilities or Services,Ethernet,5.0MB,5.0MB,,Month,Yes,2013-07-01T00:00:00.000,2015-06-30T00:00:00.000,2014-07-08T00:00:00.000,2013-10-31T00:00:00.000,143001179,Midcontinent Communications,,0,0,0,0,Yes,2016-12-31T23:59:59.000,,,0,0,0.30,99.70,n/a,20 ms,1,0,1,
Healthcare Connect Fund,Individual,2022,RHC20220013043,1,Processed,60353,Minidoka Family Practice Center,Rural Health Clinic,1218 9Th St,Rupert,ID,83350,42.6209928,-113.6870133,60353,Minidoka Family Practice Center,Rural Health Clinic,1218 9Th St,Rupert,ID,Minidoka,83350,42.6209928,-113.6870133,Data,DSL,5.00 Mbps,5.00 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-14T00:00:00.000,2022-05-29T00:00:00.000,143002521,"Project Mutual Telephone Coop Assn, Inc.",FY 2022 Filing Window 1,1013.61,1013.61,1013.61,1013.61,No,2023-10-28T00:00:00.000,Minidoka,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2013,13414081,48,Committed,17253,Sanford Health,Consortium Of The Above,900 E 54th St N,Sioux Falls,SD,57104,43.578374,-96.721868,10566,Sanford Worthington Medical Center,Not-For-Profit Hospital,1018 Sixth Ave.,Worthington,MN,Nobles,56187-2202,43.6217626,-95.5990326,Leased/Tariffed Facilities or Services,Ethernet,50.0MB,50.0MB,,Month,Yes,2013-07-01T00:00:00.000,2015-06-30T00:00:00.000,2014-07-08T00:00:00.000,2013-10-31T00:00:00.000,143001179,Midcontinent Communications,,28728.96,28728.96,28728.96,28728.96,Yes,2016-12-31T23:59:59.000,,,0,0,.30,99.70,N/A,20ms,1,1,1,
Healthcare Connect Fund,Individual,2013,13354931,1,Committed,18301,Barnes - Kasson County Hospital,Not-For-Profit Hospital,2872 Turnpike St,Susquehanna,PA,18847-2771,41.950904,-75.542711,18301,Barnes - Kasson County Hospital,Not-For-Profit Hospital,2872 Turnpike St,Susquehanna,PA,Susquehanna,18847-2771,41.950904,-75.542711,Leased/Tariffed Facilities or Services,Ethernet,6,6,0,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-01-28T00:00:00.000,2013-11-07T00:00:00.000,143004645,Commonwealth Telephone Company,,,4680,4680,4680,No,2014-12-31T23:59:59.000,Susquehanna,6.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13395181,1,Committed,23122,Adv West - Sonora Regional Medical Center,Not-For-Profit Hospital,1000 Greenley Rd,Sonora,CA,95370,37.9772338,-120.3712182,23122,Adv West - Sonora Regional Medical Center,Not-For-Profit Hospital,1000 Greenley Rd,Sonora,CA,Tuolumne,95370,37.9772338,-120.3712182,Leased/Tariffed Facilities or Services,T-1 / DS-1,,,0,Month,No,2014-01-25T00:00:00.000,2014-06-30T00:00:00.000,2014-06-03T00:00:00.000,2014-05-14T00:00:00.000,143002665,Pacific Bell Telephone Company,,468,407.61,407.61,407.62,No,2014-12-31T23:59:59.000,Tuolumne,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2024,RHC20240002259,1,Submitted,102672,Dvch - Physical Therapy Office,Rural Health Clinic,2030 Black River St Ste 4,Deckerville,MI,48427,43.52598,-82.751829,102672,Dvch - Physical Therapy Office,Rural Health Clinic,2030 Black River St Ste 4,Deckerville,MI,Sanilac,48427,43.52598,-82.751829,Data,Internet Access,6 Mbps,6 Mbps,0,Monthly,No,,,,2024-01-10T00:00:00.000,143001698,"Frontier Communications of Michigan, Inc.",FY 2024 Filing Window 1,873.44,,,,No,,Sanilac,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230023337,30,Submitted,113728,Health Partners Consortium,Consortium Of The Above,265 Griffin St E,Amery,WI,54001,,,113998,Healthpartners Inc - Mendota Heights Data Center,Not Available,1180 Centre Pointe Cir,Mendota Heights,MN,Dakota,55120,,,Data,Ethernet,40 Gbps,40 Gbps,0,Monthly,No,,,,2023-03-20T00:00:00.000,143005231,CenturyLink Qwest Corporation,FY 2023 Filing Window 1,33591.79,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2023,RHC20230025565,1,Processed,23164,Taho - Tahoe Forest Multispecialty Clinic,Rural Health Clinic,10956 Donner Pass Rd Ste 230,Truckee,CA,96161,39.326628,-120.200464,23164,Taho - Tahoe Forest Multispecialty Clinic,Rural Health Clinic,10956 Donner Pass Rd Ste 230,Truckee,CA,Nevada,96161,39.326628,-120.200464,Data,ISDN,1.544 Mbps,1.544 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-08-03T00:00:00.000,2023-04-12T00:00:00.000,143002665,Pacific Bell Telephone Company,FY 2023 Filing Window 1,11243.78,11243.78,11243.78,,No,2024-10-28T00:00:00.000,Nevada,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230024934,9,Processed,38493,Communityhealth It,Consortium Of The Above,The Center For Space Education S.r. 405,Kennedy Space Center,FL,32899,28.5728722,-80.6489807,113263,Healthcare Network (Nchc),Community Health Center Or Health Center Providing Health Care To Migrants,12655 Collier Blvd,Naples,FL,Collier,34116,,,Equipment,Network Switch (HCP owned),NA,NA,1,One Time,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2024-01-11T00:00:00.000,2023-04-05T00:00:00.000,143005588,CDW Government LLC,FY 2023 Filing Window 1,3744.27,3744.27,3744.27,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13379001,1,Committed,18288,Scotland Memorial Hospital - Marlboro Ob/Gyn,Rural Health Clinic,1007 Cheraw St,Bennettsville,SC,29512,34.6329466,-79.6976966,18288,Scotland Memorial Hospital - Marlboro Ob/Gyn,Rural Health Clinic,1007 Cheraw St,Bennettsville,SC,Marlboro,29512,34.6329466,-79.6976966,Leased/Tariffed Facilities or Services,Internet,6,1,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-04-08T00:00:00.000,2014-02-10T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",,448.31,448.31,448.31,448.31,No,2014-12-31T23:59:59.000,Marlboro,6.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13380291,1,Committed,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,78861-3534,29.335548,-99.133415,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,Medina,78861-3534,29.335548,-99.133415,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.5,1.5,0,Month,No,2014-01-08T00:00:00.000,2014-06-30T00:00:00.000,2014-05-06T00:00:00.000,2014-01-28T00:00:00.000,143004662,Southwestern Bell Telephone Company,,1045.2,1005.86,1005.86,1045.2,No,2014-12-31T23:59:59.000,Medina,0,0,0,,,,,,1,1,
Healthcare Connect Fund,Individual,2013,13388761,1,Committed,27844,Trigg County Hospital Primary Care Ii,Rural Health Clinic,214 Main St,Cadiz,KY,42211-9153,36.866997,-87.82302,27844,Trigg County Hospital Primary Care Ii,Rural Health Clinic,214 Main St,Cadiz,KY,Trigg,42211-9153,36.866997,-87.82302,Leased/Tariffed Facilities or Services,ISDN PRI,1.5,1.5,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-04-22T00:00:00.000,2014-02-20T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",,2234.5,2234.5,2234.5,2234.5,No,2014-12-31T23:59:59.000,Trigg,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220013314,282,Processed,55160,Georgia Department Of Public Health,Consortium Of The Above,2 Peachtree St Nw,Atlanta,GA,30303,33.7541582,-84.3905886,59136,Lowndes County Health Department,Local Health Department Or Agency,601 N Lee St,Valdosta,GA,Lowndes,31601,30.8395829,-83.2776516,Equipment,Routers (leased),NA,NA,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-05-04T00:00:00.000,2022-06-01T00:00:00.000,143001192,AT&T Corp.,FY 2022 Filing Window 1,2960.1,0,0,,Yes,2024-02-25T00:00:00.000,,,,,Yes,Yes,Yes,Yes,,,1,
Healthcare Connect Fund,Consortium,2013,13422321,91,Denied,17226,Iowa Rural Health Telecommunications Program,Consortium Of The Above,100 E Grand Ave Ste 100,Des Moines,IA,50309,41.5816456,-93.6243133,25159,University Of Iowa Hospitals And Clinics,Not Available,200 Hawkins Dr,Iowa City,IA,Johnson,52242-1009,41.659487,-91.5480726,Leased/Tariffed Facilities or Services,Ethernet,100.0MB,100.0MB,1,Onetime,Yes,,,,2014-05-23T00:00:00.000,143003005,"State of Iowa, Iowa Telecommunication & Technology Commissio",,352.78,0,0,0,Yes,,,,0,0,0.5,99.5,,60 MS,,1,1,
Healthcare Connect Fund,Individual,2022,RHC20220013309,3,Processed,16771,Grace Cottage Hospital,Not-For-Profit Hospital,185 Grafton Rd,Townshend,VT,05353,43.048637,-72.667812,16771,Grace Cottage Hospital,Not-For-Profit Hospital,185 Grafton Rd,Townshend,VT,Windham,05353,43.048637,-72.667812,Network Management Services,Network Management Services,NA,NA,0,One Time,No,,,2023-02-23T00:00:00.000,2022-06-01T00:00:00.000,143037438,"First Choice Technology of Louisiana, LLC",FY 2022 Filing Window 1,57.44,0,0,,No,2023-10-28T00:00:00.000,Windham,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2014,13432351,27,Committed,33744,Oklahoma Mental Health Council Dba Red Rock Behavioral Health Services,Consortium Of The Above,4400 North Lincoln Boulevard,Oklahoma City,OK,73105,35.5159148,-97.5026903,34191,Red Rock Behavioral Health Services - Oklahoma City,Community Mental Health Center,4400 N Lincoln Boulevard,Oklahoma City,OK,,73105,35.5159148,-97.5026903,Network Equipment,Routers (leased),250 Mbps,250 Mbps,3,Month,Yes,2014-09-22T00:00:00.000,2017-06-30T00:00:00.000,2014-09-30T00:00:00.000,2014-06-28T00:00:00.000,143030766,"Windstream Communications, LLC",,227.76,227.76,227.76,227.76,No,2017-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2013,13426191,63,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,33192,Middle Georgia Urology,Rural Health Clinic,200 Fairview Park Drive,Dublin,GA,Laurens,31021,32.5311749,-82.9536545,Leased/Tariffed Facilities or Services,Installation of Recurring Services,NA,NA,1,Onetime,No,2014-09-01T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,650,650,650,650,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2013,13413161,31,Committed,17221,Heartland Unified Broadband Network,Consortium Of The Above,3900 W Avera Dr,Sioux Falls,SD,57108,43.492702,-96.774005,10898,Flandreau Municipal Hospital/Avera Health,Not-For-Profit Hospital,214 North Prairie Street,Flandreau,SD,Moody,57028-1297,44.0495857,-96.5916407,Leased/Tariffed Facilities or Services,MPLS,20,20,,Month,Yes,2013-07-01T00:00:00.000,2014-10-20T00:00:00.000,2014-07-08T00:00:00.000,2013-09-19T00:00:00.000,143002997,"South Dakota Network, LLC",,23730.81,23730.81,23730.81,23730.81,Yes,2016-12-31T23:59:59.000,,,0,0,0.1,99.985,8,15,1,1,1,
Healthcare Connect Fund,Individual,2013,13388791,1,Committed,10081,Angel Medical Center,Not-For-Profit Hospital,120 Riverview St.,Franklin,NC,28734,35.184467,-83.379413,10081,Angel Medical Center,Not-For-Profit Hospital,120 Riverview St.,Franklin,NC,Macon,28734,35.184467,-83.379413,Leased/Tariffed Facilities or Services,ISDN PRI,1.5,1.5,0,Month,No,2014-01-25T00:00:00.000,2014-06-30T00:00:00.000,2014-04-15T00:00:00.000,2014-02-17T00:00:00.000,143004771,"Frontier Communications of the Carolinas, Inc.",,2829.45,2464.7,2464.7,2829.84,No,2014-12-31T23:59:59.000,Macon,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220011508,88,Withdrawn,17243,Palmetto State Providers Network,Consortium Of The Above,1880 Main Highway,Bamberg,SC,29003,33.313536,-81.034493,26285,"Care South Carolina, Inc. (Hartsville 1)",Not Available,201 South Fifth Street,Hartsville,SC,Darlington,29550,34.372978,-80.072307,Equipment,Network Switch (leased),50.00 Mbps,50.00 Mbps,,Monthly,Yes,,,,2022-05-13T00:00:00.000,143032515,"FRC, LLC",FY 2022 Filing Window 1,702,,,,Yes,,Charleston,,,,<0.001,0.9999,<10 MS,<8 ms,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220004181,5,Processed,49630,Southeastern Regional Medical Center,Consortium Of The Above,300 W 27Th St,Lumberton,NC,28358,34.636652,-79.010548,25641,Southeastern Regional Medical Center,Not-For-Profit Hospital,300 W 27Th St,Lumberton,NC,Robeson,28358,34.6370791,-79.0118523,Data,Ethernet,2 Gbps,2 Gbps,1,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-01-12T00:00:00.000,2022-01-20T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2022 Filing Window 1,11825.89,11825.89,11825.89,11791.97,No,2023-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13426191,8,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,15444,Bacon County Hospital And Health System,Not-For-Profit Hospital,302 S Wayne St,Alma,GA,Bacon,31510,31.539072,-82.459491,Leased/Tariffed Facilities or Services,Installation of Recurring Services,NA,NA,1,Onetime,No,2014-02-07T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,1950,1950,1950,1950,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2022,RHC20220006583,1,Processed,64393,Ascension Health,Consortium Of The Above,4600 Edmundson Rd,Saint Louis,MO,63134,38.7365401,-90.3635278,63657,Saint Thomas Rutherford Hospital,Not-For-Profit Hospital,1700 Medical Center Pkwy,Murfreesboro,TN,Rutherford,37129,35.8610192,-86.4252157,Data,Dedicated Internet Access (DIA),5 Mbps,5 Mbps,2,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-08-25T00:00:00.000,2022-02-17T00:00:00.000,143001192,AT&T Corp.,FY 2022 Filing Window 1,18025.8,18025.8,18025.8,,No,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13426191,88,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,12488,Wayne Memorial Hospital,Not-For-Profit Hospital,865 South 1st Street,Jesup,GA,,31545,31.6018692,-81.8917389,Leased/Tariffed Facilities or Services,Internet,100 Mbps,100 Mbps,1,Month,Yes,2014-02-07T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,94250,94250,94250,94250,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2014,13432351,37,Committed,33744,Oklahoma Mental Health Council Dba Red Rock Behavioral Health Services,Consortium Of The Above,4400 North Lincoln Boulevard,Oklahoma City,OK,73105,35.5159148,-97.5026903,34142,Red Rock Behavioral Health Services - Watonga,Community Mental Health Center,216 West A Street,Watonga,OK,,73772,35.8434854,-98.4150384,Network Equipment,Routers (leased),10.0MB,10.0MB,3,Month,Yes,2014-09-22T00:00:00.000,2017-06-30T00:00:00.000,2014-09-30T00:00:00.000,2014-06-28T00:00:00.000,143030766,"Windstream Communications, LLC",,227.76,227.76,227.76,227.76,No,2017-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2013,13411361,1,Committed,13345,Sweeny Community Hospital,Not-For-Profit Hospital,305 N Mckinney St,Sweeny,TX,77480-2801,29.075177,-95.736192,13345,Sweeny Community Hospital,Not-For-Profit Hospital,305 N Mckinney St,Sweeny,TX,Brazoria,77480-2801,29.075177,-95.736192,Leased/Tariffed Facilities or Services,Internet,10,10,0,Month,Yes,2014-01-07T00:00:00.000,2014-03-31T00:00:00.000,2014-11-25T00:00:00.000,2014-04-09T00:00:00.000,143030766,"Windstream Communications, LLC",,1481.25,1481.25,1481.25,1481.25,No,2015-04-30T23:59:59.000,Brazoria,0,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2013,13422321,46,Denied,17226,Iowa Rural Health Telecommunications Program,Consortium Of The Above,100 E Grand Ave Ste 100,Des Moines,IA,50309,41.5816456,-93.6243133,25146,Mahaska Health Partnership,Not-For-Profit Hospital,1229 C Ave E,Oskaloosa,IA,Mahaska,52577-4246,41.2995345,-92.6295555,Leased/Tariffed Facilities or Services,Ethernet,30.0MB,30.0MB,1,Month,Yes,,,,2014-05-23T00:00:00.000,143003005,"State of Iowa, Iowa Telecommunication & Technology Commissio",,14040,0,0,0,Yes,,,,0,0,0.5,99.5,,60 MS,,1,1,
Healthcare Connect Fund,Individual,2013,13419621,1,Committed,14128,Crawford County Mental Health Center,Community Mental Health Center,911 East Centennial Drive,Pittsburg,KS,66762,37.3821105,-94.6898114,14128,Crawford County Mental Health Center,Community Mental Health Center,911 East Centennial Drive,Pittsburg,KS,Crawford,66762,37.3821105,-94.6898114,Leased/Tariffed Facilities or Services,Bonded T1,3,3,0,Month,No,2014-02-07T00:00:00.000,2014-06-30T00:00:00.000,2014-05-27T00:00:00.000,2014-04-14T00:00:00.000,143001192,AT&T Corp.,,2736.84,2736.84,2736.84,2736.85,No,2014-12-31T23:59:59.000,Crawford,3.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13380291,3,Committed,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,78861-3534,29.335548,-99.133415,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,Medina,78861-3534,29.335548,-99.133415,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.5,.384,0,Month,No,2014-01-08T00:00:00.000,2014-06-30T00:00:00.000,2014-05-06T00:00:00.000,2014-01-28T00:00:00.000,143004662,Southwestern Bell Telephone Company,,319.8,307.76,307.76,319.8,No,2014-12-31T23:59:59.000,Medina,,0,0,,,,,,1,1,
Healthcare Connect Fund,Individual,2022,RHC20220001853,1,Processed,44993,Jrch - Medical Group - Hardin,Rural Health Clinic,2 Myrtle,Hardin,IL,62047,39.158705,-90.624408,44993,Jrch - Medical Group - Hardin,Rural Health Clinic,2 Myrtle,Hardin,IL,Calhoun,62047,39.158705,-90.624408,Data,Dedicated Internet Access (DIA),50 Mbps,50 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-08-18T00:00:00.000,2021-12-27T00:00:00.000,143001883,"Frontier Communications of Illinois, Inc.",FY 2022 Filing Window 1,5148,5148,5148,5148,No,2023-10-28T00:00:00.000,Calhoun,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13380231,1,Committed,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,78861-3534,29.335548,-99.133415,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,Medina,78861-3534,29.335548,-99.133415,Leased/Tariffed Facilities or Services,Internet,20.0MB,20.0MB,0,Month,Yes,2014-01-08T00:00:00.000,2016-06-30T00:00:00.000,2014-07-15T00:00:00.000,2014-01-28T00:00:00.000,143001192,AT&T Corp.,,16483.89,16483.89,16483.89,16483.89,No,2016-12-31T23:59:59.000,Medina,20.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13431001,1,Committed,17345,"Mountain Comp Care Center, Martin City Outpatient Clinic",Community Mental Health Center,112065 Main Street,Martin,KY,41649,37.5700445,-82.754176,17345,"Mountain Comp Care Center, Martin City Outpatient Clinic",Community Mental Health Center,112065 Main Street,Martin,KY,Floyd,41649,37.5700445,-82.754176,Leased/Tariffed Facilities or Services,MPLS,3.0MB,3.0MB,0,Month,Yes,2014-03-20T00:00:00.000,2016-06-30T00:00:00.000,2014-11-11T00:00:00.000,2014-05-06T00:00:00.000,143001113,AT&T Corp,,8770.49,8770.49,8770.49,8770.49,No,2016-12-31T23:59:59.000,Floyd,3.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13426191,85,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,12984,Ware Behavioral Health And Admin Offices,Community Mental Health Center,1007 Mary St,Waycross,GA,Ware,31503,31.2103051,-82.3662511,Leased/Tariffed Facilities or Services,Ethernet,1.5 Mbps,1.5 Mbps,1,Month,Yes,2014-07-01T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,0,0,0,0,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2022,RHC20220011668,58,Processed,17206,Uams E-Link Network,Consortium Of The Above,4301 W Markham St # 519,Little Rock,AR,72205,34.748339,-92.276039,37920,Uams - West Little Rock Clinic,"Post-Secondary Educational Institution Offering Health Care Instruction, Teaching Hospital Or Medical School",11300 Financial Centre Pkwy,Little Rock,AR,Pulaski,72211,34.7472162,-92.3994534,Data,Internet Access,100.00 Mbps,20.00 Mbps,16,Monthly,Yes,2022-07-01T00:00:00.000,2025-06-30T00:00:00.000,2023-04-06T00:00:00.000,2022-05-26T00:00:00.000,143021460,"CenturyLink Level 3 Communications, LLC",FY 2022 Filing Window 1,5285.36,5285.36,5285.36,,No,2025-10-28T00:00:00.000,Pulaski,,,,,,,,,,1,
Healthcare Connect Fund,Individual,2013,13445841,1,Committed,12154,Family Counseling Center Inc - Kennett,Community Mental Health Center,925 Highway V V,Kennett,MO,63857,36.2254378,-90.0670600,12154,Family Counseling Center Inc - Kennett,Community Mental Health Center,925 Highway V V,Kennett,MO,Dunklin,63857,36.2254378,-90.0670600,Leased/Tariffed Facilities or Services,Internet,10.0MB,10.0MB,0,Month,Yes,2014-01-01T00:00:00.000,2016-02-26T00:00:00.000,2014-06-17T00:00:00.000,2014-05-27T00:00:00.000,143001133,Big River Telephone Company LLC,,25350,25249.14,25249.14,25249.14,No,2016-08-26T23:59:59.000,Dunklin,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2024,RHC20240000064,2,Submitted,17062,Siskiyou Hospital Inc. Dba Fairchild Medical Center,Rural Health Clinic,444 Bruce St,Yreka,CA,96097,41.7193201,-122.6456943,17062,Siskiyou Hospital Inc. Dba Fairchild Medical Center,Rural Health Clinic,444 Bruce St,Yreka,CA,Siskiyou,96097,41.7193201,-122.6456943,Data,Ethernet,100.00 Mbps,100.00 Mbps,0,Monthly,No,,,,2023-12-01T00:00:00.000,143032013,"Cal-Ore Communications, Inc.",FY 2024 Filing Window 1,3143.4,,,,No,,Siskiyou,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2013,13419061,134,Committed,17236,North Country Telemedicine Project,Consortium Of The Above,120 Washington Street,Watertown,NY,13601,43.9741985,-75.9115283,34245,Community Health Center Of The North Country (Malone),Community Health Center Or Health Center Providing Health Care To Migrants,380 County Route 51,Malone,NY,Franklin,12953,44.8568092,-74.3381256,Leased/Tariffed Facilities or Services,Installation of Recurring Services,NA,NA,1,Onetime,No,2014-10-31T00:00:00.000,2016-06-30T00:00:00.000,2014-07-01T00:00:00.000,2014-04-18T00:00:00.000,143023654,Development Authority of the North Country,,65,65,65,65,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2013,13387461,1,Committed,18373,Mosaic Family Care - Grant City,Rural Health Clinic,307 E 2nd St,Grant City,MO,64456,40.4874916,-94.4110695,18373,Mosaic Family Care - Grant City,Rural Health Clinic,307 E 2nd St,Grant City,MO,Worth,64456,40.4874916,-94.4110695,Leased/Tariffed Facilities or Services,Ethernet,5,5,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-03-18T00:00:00.000,2014-02-19T00:00:00.000,143030766,"Windstream Communications, LLC",,1560,1560,1560,1560,No,2014-12-31T23:59:59.000,Worth,5.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230021562,7,Processed,64752,Erh Healthcare Consortium,Consortium Of The Above,610 Sparta Rd,Sandersville,GA,31082,32.9957801,-82.8042517,14585,Irwin County Hospital,Not-For-Profit Hospital,710 N Irwin Ave,Ocilla,GA,Irwin,31774,31.603517,-83.2511861,Data,Internet Access,768 Kbps,12 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-27T00:00:00.000,2023-03-08T00:00:00.000,143030766,"Windstream Communications, LLC",FY 2023 Filing Window 1,948.95,948.95,948.95,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13405941,1,Denied,15558,Lady Of The Sea General Hospital,Not-For-Profit Hospital,200 West 134th Place,Cut Off,LA,70345,29.4570427,-90.3107924,15558,Lady Of The Sea General Hospital,Not-For-Profit Hospital,200 West 134th Place,Cut Off,LA,Lafourche,70345,29.4570427,-90.3107924,Leased/Tariffed Facilities or Services,Dedicated Internet Access (DIA),20,20,1,Month,Yes,,,,2014-03-26T00:00:00.000,143001151,"Advanced Tel., LLC.",,29250,0,0,0,No,,Lafourche,0,0,0,,,,,,1,1,
Healthcare Connect Fund,Individual,2024,RHC20240002457,1,Submitted,15476,Grande Ronde Hospital - Union Clinic,Rural Health Clinic,142 East Dearborn Street,Union,OR,97883,45.2067985,-117.8652035,15476,Grande Ronde Hospital - Union Clinic,Rural Health Clinic,142 East Dearborn Street,Union,OR,Union,97883,45.2067985,-117.8652035,Data,Ethernet,50 Mbps,50 Mbps,0,Monthly,No,,,,2024-01-11T00:00:00.000,143004786,"ZIPLY FIBER NORTHWEST, LLC",FY 2024 Filing Window 1,6495.53,,,,No,,Union,,,,,,,,,,,
